accession_id	country	accession_name	taxonomy	narrative	cultivar_class	improvement_status	region	1	2	3	4	5	6	7	8	9	10	grp	pos
PI_344070	Turkey	22374	Cucurbita pepo	Cultivated for edible seeds.	NA	Cultivated material	Europe	0.005893	1e-5	0.042601	0.022277	0.065037	1e-5	0.027696	0.269542	0.010664999999999999	0.556269	1	632
PI_176543	Turkey	Dolma	Cucurbita pepo	Seed handler, Nigde, Nigde.	NA	Landrace	Europe	1e-5	1e-5	0.019791	1e-5	0.889004	1e-5	1e-5	0.081721	0.009424	1e-5	3	223
PI_204693	Turkey	176	Cucurbita pepo	Kayseri bazaar.	NA	Landrace	Europe	0.019021	1e-5	0.020821	0.016498	0.891926	1e-5	0.017111	0.004665	0.029928	1e-5	3	216
PI_406679	Turkey	NA	Cucurbita pepo	Thin skinned (skinless).	NA	Landrace	Europe	1e-5	1e-5	0.02087	0.015407	0.140938	1e-5	0.117644	0.273627	1e-5	0.431475	1	594
PI_176541	Turkey	Sakiz	Cucurbita pepo	NA	NA	Landrace	Europe	0.00822	1e-5	0.023759	1e-5	0.484588	0.035939	1e-5	1e-5	0.011219	0.436235	3	357
PI_344071	Turkey	22696	Cucurbita pepo	Eaten immature.	NA	Cultivated material	Europe	0.074937	0.010174	0.080135	0.029785	0.565579	0.050414	0.012951	0.010747	1e-5	0.165267	3	290
PI_169457	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed store, Luleburgaz, Kirklareli.	NA	Landrace	Europe	1e-5	1e-5	0.013397	1e-5	0.625944	0.02275	0.03553	0.078197	0.041081	0.183072	3	317
PI_207479	Afghanistan	12693	Cucurbita pepo	Small, round, light yellow. Received as Cucurbita moschata.	NA	Landrace	Asia	1e-5	1e-5	0.080956	1e-5	0.149311	1e-5	0.687624	1e-5	1e-5	0.082049	8	60
PI_223773	Afghanistan	Shir-Kadoo	Cucurbita pepo	(Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	8	52
PI_135394	Afghanistan	5055	Cucurbita pepo	Fruit flattened, 5 by 1.75 inches; orange with indented ribs; faintly scalloped edges.	NA	Landrace	Asia	1e-5	0.013224	0.675231	0.056208	1e-5	0.053666	0.024143	0.032339	1e-5	0.145158	2	396
PI_265560	Afghanistan	Selection of PI 221923	Cucurbita pepo	Received as Cucurbita maxima. Plants growing at the NCRPIS and NERPIS.  This is the C. pepo component of PI 221923 (C. maxima). Vine medium in size; leaves small; fruit seven inches, globose; skin light to medium green with orange.	NA	Landrace	Asia	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	8	54
PI_268381	Afghanistan	288	Cucurbita pepo	Kabul bazaar.	NA	Landrace	Asia	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	8	51
PI_256064	Afghanistan	Mashidi pumpkin	Cucurbita pepo	NA	NA	Uncertain improvement status	Asia	1e-5	1e-5	0.021886	1e-5	0.539927	1e-5	0.055717	1e-5	0.046542	0.335879	3	379
PI_222100	Afghanistan	Kadoo-i-Kabuli (Kabuli's Pumpkin)	Cucurbita pepo	They sow its seeds in first spring. Irrigated.  Round, sweet, inside color white, outside light green with white points.  People cook it as a food. (Kadu, Kaddu, Kadoo = pumpkin/squash.)	NA	Landrace	Asia	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	8	57
PI_256063	Afghanistan	NA	Cucurbita pepo	NA	NA	Uncertain improvement status	Asia	1e-5	0.006252	0.044966	1e-5	0.532183	0.0074400000000000004	0.04844	1e-5	0.069768	0.290921	3	377
PI_418966	China	Hua Yeh	Cucurbita pepo	Calabash. Bush small, short internodes. Fruit green, flat, round. Early maturity, high yield.	NA	Cultivated material	Asia	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	7	68
PI_427095	China	NA	Cucurbita pepo	Leaves pubescent. Fruit oblong, dark green. Growth period 50 to 60 days.	NA	Uncertain improvement status	Asia	0.022541	1e-5	1e-5	0.063299	0.607476	1e-5	0.254864	1e-5	1e-5	0.051769	3	345
PI_157099	China	Duck	Cucurbita pepo	Cushaw. Received as C. moschata, reid 07/15/1960.	NA	Landrace	Asia	0.004746	1e-5	0.015555	0.03959	0.346762	0.009174	0.493103	0.09104	1e-5	1e-5	3	343
PI_136448	China	Summer Squash	Cucurbita pepo	Summer squash.	NA	Landrace	Asia	1e-5	0.023734	1e-5	1e-5	0.770439	0.028286	0.079591	0.006654	0.045006	0.04626	3	262
PI_291254	China	174	Cucurbita pepo	Early Chinese white vegetable marrow.	NA	Landrace	Asia	0.023309	1e-5	1e-5	1e-5	0.45198700000000003	0.06829	0.261338	0.104628	0.04605	0.044368	3	346
PI_212013	Iran	14	Cucurbita pepo	NA	NA	Landrace	Asia	1e-5	0.009371	1e-5	1e-5	0.857418	0.017792	0.046072	0.015856	1e-5	0.053451	3	237
PI_143329	Iran	7975	Cucurbita pepo	Fruit flattened 9 inches long, 5 inches in diameter, orange yellow, splotched orange red; a few strong ridges at stem end; flesh 1.25 inches thick, orange, firm, nearly woody, low in sugar. Good keeper.	NA	Landrace	Asia	0.042364	0.056651	0.006385	0.050343	0.006947	0.049392	0.040826	0.062764	0.025676	0.658651	1	586
PI_212000	Iran	1	Cucurbita pepo	NA	NA	Landrace	Asia	1e-5	0.05937	1e-5	0.044307	1e-5	1e-5	0.003153	0.08062	1e-5	0.812499	1	583
PI_355054	Iran	Mosamai	Cucurbita pepo	Reported to carry mosaic resistance.  Received as C. maxima.	NA	Landrace	Asia	1e-5	0.017057	0.010134	1e-5	0.85171	0.026391	0.029156	1e-5	0.018673	0.04685	3	236
PI_227298	Iran	14699	Cucurbita pepo	Market, Kazerun.	NA	Landrace	Asia	0.022064	0.018295	1e-5	0.010078	0.522889	0.016663	0.033154	0.021721	0.005	0.350127	3	381
PI_141666	Iran	Kaduemasmali	Cucurbita pepo	Fruit globose.	NA	Uncertain improvement status	Asia	1e-5	0.008397	1e-5	0.006791	0.86304	1e-5	0.00854	0.025703	1e-5	0.087488	3	248
PI_212012	Iran	13	Cucurbita pepo	NA	NA	Landrace	Asia	1e-5	1e-5	0.007318	0.020339	0.679867	0.014905	1e-5	1e-5	0.021717	0.255814	3	305
PI_223352	Iran	Kadoo	Cucurbita pepo	Fruit small, elongate. (Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia	0.038515	1e-5	1e-5	1e-5	0.57559	0.034043	1e-5	1e-5	1e-5	0.351791	3	364
PI_227237	Iran	14868	Cucurbita pepo	Color greenish; cooked as a vegetable.	NA	Landrace	Asia	0.024617	0.011115	3.9e-5	0.031315	0.678566	0.022142	0.080447	0.110131	0.004131	0.037496	3	324
PI_223354	Iran	Kadoo	Cucurbita pepo	(Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia	0.013359	0.03464	0.020106	0.010935	0.520625	1e-5	0.040164	1e-5	0.036898	0.323253	3	378
PI_143306	Iran	7411	Cucurbita pepo	"From Koeltz's notes:fruit 10 inches long, 7 inches in diameter, heavily ridged starting at stem end and conspicuous warts over surface. Color ""pumpkin red""; netted green and orange; flesh 1.5 inches thick, orange, rather sweet."	NA	Landrace	Asia	0.07232	0.056252	0.014681	0.029011	1e-5	0.043179	0.029184	0.07138	1e-5	0.683974	1	585
PI_222722	Iran	Kadoo	Cucurbita pepo	Market, Kermanshah.  (Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia	1e-5	1e-5	0.010505	1e-5	0.732408	0.01127	0.001995	1e-5	1e-5	0.243772	3	304
PI_227299	Iran	14781	Cucurbita pepo	Market, Kerman.	NA	Landrace	Asia	0.010918	0.024715	0.008206	1e-5	0.540343	0.055196	0.036307	0.004258	1e-5	0.320036	3	382
PI_137896	Iran	Kadu	Cucurbita pepo	Kadu = pumpkin/squash.	NA	Landrace	Asia	1e-5	1e-5	0.017023	1e-5	0.483688	0.036238	0.075865	0.060376	0.04628	0.2805	3	372
PI_212014	Iran	NA	Cucurbita pepo	Mixture of C. pepo and C. moschata (PI 222760).	NA	Landrace	Asia	0.02592	1e-5	0.028804	1e-5	0.482381	0.028731	0.151827	0.053113	0.07687	0.152334	3	286
PI_226511	Iran	Keds	Cucurbita pepo	Market, Ahwaz.	NA	Landrace	Asia	1e-5	0.043835	1e-5	1e-5	0.545505	0.041423	0.04086	0.007818	1e-5	0.320519	3	383
PI_222786	Iran	Kadoo	Cucurbita pepo	(Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia	0.037717	0.009317	0.01599	1e-5	0.723881	0.004153	1e-5	1e-5	0.001855	0.207057	3	299
PI_212007	Iran	8	Cucurbita pepo	NA	NA	Landrace	Asia	1e-5	0.010315	7.66e-4	0.001178	0.555979	0.050006	0.115444	0.106909	0.016874	0.142518	3	287
PI_212005	Iran	6	Cucurbita pepo	NA	NA	Landrace	Asia	1e-5	1e-5	1e-5	0.010922	0.881088	0.006813	1e-5	0.03042	0.03226	0.038457	3	245
PI_212004	Iran	5	Cucurbita pepo	NA	NA	Landrace	Asia	0.039626	0.013066	0.07193	0.037957	0.014138	0.049885	0.12436	0.178922	1e-5	0.470106	1	612
PI_229688	Iran	15761	Cucurbita pepo	Market, Sari, Caspian plain.	NA	Landrace	Asia	0.053011	1e-5	0.022904	1e-5	0.343582	1e-5	0.112437	0.101166	0.043184	0.323686	1	659
PI_141660	Iran	Kadu	Cucurbita pepo	Kadu = pumpkin/squash.  Mixture.	NA	Landrace	Asia	1e-5	0.007541	0.025838	0.060566	0.200978	0.016952	0.302851	0.111706	0.012508	0.26105	1	669
PI_212010	Iran	11	Cucurbita pepo	Received as mixture of C. pepo and C. maxima.  C. maxima portion assigned PI 265558.	NA	Landrace	Asia	1e-5	0.058195	0.005517	0.002263	1e-5	0.025118	0.075163	0.033464	0.036886	0.763375	1	587
PI_222246	Iran	Kadoo	Cucurbita pepo	Market, Tehran.  (Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia	0.004604	1e-5	1e-5	0.013067	0.788111	1e-5	1e-5	1e-5	1e-5	0.194159	3	297
PI_296388	Iran	NA	Cucurbita pepo	Received as Cucurbita moschata, reid to C. pepo QS 61 03/1980.	NA	Landrace	Asia	1e-5	0.034615	0.011378	0.035651	0.859199	1e-5	0.038826	0.020291	1e-5	1e-5	3	235
PI_212008	Iran	9	Cucurbita pepo	NA	NA	Landrace	Asia	0.01534	1e-5	0.019421	1e-5	0.611894	0.013661	0.007901	1e-5	0.039868	0.291884	3	361
PI_222247	Iran	1419	Cucurbita pepo	Market, Tehran.	NA	Landrace	Asia	0.02806	0.034187	0.675844	0.05148	1e-5	0.059597	0.014154	0.016544	0.088186	0.031938	2	403
PI_212002	Iran	3	Cucurbita pepo	NA	NA	Landrace	Asia	0.031142	0.004365	0.038486	0.070957	0.123138	0.039892	0.091214	0.072023	0.101754	0.427029	1	613
PI_212003	Iran	4	Cucurbita pepo	NA	NA	Landrace	Asia	1e-5	1e-5	0.019897	0.045748	0.078697	0.026948	0.250558	0.055446	0.039957	0.48273	1	614
PI_229531	Iran	15377	Cucurbita pepo	NA	NA	Landrace	Asia	0.039713	0.010439	0.002736	0.040557	0.428736	0.007836	1e-5	1e-5	0.023675	0.446289	3	353
PI_212006	Iran	7	Cucurbita pepo	NA	NA	Landrace	Asia	1e-5	1e-5	0.010862	0.015662	0.790975	1e-5	1e-5	1e-5	0.001633	0.180818	3	298
PI_222721	Iran	Tokhim-i-Kadoo	Cucurbita pepo	Market, Khoy, Azerbaijan. (Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia	0.041195	1e-5	1e-5	1e-5	0.649964	0.031304	1e-5	1e-5	0.001453	0.276034	3	307
PI_212001	Iran	2	Cucurbita pepo	NA	NA	Landrace	Asia	0.027094	0.02674	0.010472	0.015401	0.486447	0.033599	1e-5	1e-5	0.010261	0.389966	3	367
PI_155301	Yemen	NA	Cucurbita pepo	NA	NA	Landrace	Arab States	0.041576	1e-5	1e-5	1e-5	0.887603	1e-5	1e-5	0.004604	1e-5	0.066156	3	232
PI_234617	South Africa	Skorsie	Cucurbita pepo	Skorsie = squash	NA	Uncertain improvement status	Africa	1e-5	1e-5	0.882667	0.023377	0.014949	0.027082	1e-5	1e-5	0.047606	0.00428	2	466
PI_158990	South Africa	NA	Cucurbita pepo	Pumpkin	NA	Landrace	Africa	0.036494	0.087715	0.073078	0.087485	0.183203	0.214286	1e-5	0.243673	0.063402	0.010655	1	678
PI_299574	South Africa	Marrow	Cucurbita pepo	Fruits shape and size variable, with distinctive knobs, mottled green when immature, deep orange when ripe, pumpkin shaped, about 7in in diameter. South Africa's most popular variety.	NA	Uncertain improvement status	Africa	0.061825	0.130118	0.028368	0.087116	0.027683	0.194091	1e-5	0.236027	0.084391	0.15037	1	673
PI_216032	India	13764	Cucurbita pepo	Summer squash type. Market, Delhi.	NA	Landrace	Asia	0.01944	0.042575	0.701121	0.038277	0.013822	0.08914	1e-5	0.015499	0.012612	0.067506	2	405
PI_165992	India	Kadu	Cucurbita pepo	Kadu = pumpkin/squash.	NA	Landrace	Asia	0.025508	0.040424	0.028743	1e-5	0.335707	0.079081	0.38541	0.088106	0.004627	0.012383	3	344
PI_615151	India	Chappankaddu	Cucurbita pepo	(Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia	1e-5	1e-5	0.721705	0.083098	1e-5	0.122692	0.020611	0.023931	0.027923	1e-5	2	401
PI_431582	India	Pusa Alankar	Cucurbita pepo	NA	NA	Cultivated material	Asia	0.190111	0.05709	0.091301	0.027797	1e-5	0.152022	0.245233	0.081917	0.115865	0.038653	1	726
PI_274787	India	Yellow Round	Cucurbita pepo	NA	NA	Landrace	Asia	0.039322	0.037648	0.69361	0.04952	0.013363	0.127567	0.023345	1e-5	1e-5	0.015605	2	404
PI_163232	India	Gangeri	Cucurbita pepo	Cushaw. Received as Cucurbita moschata, reidentified per QS 37 12/69.	NA	Landrace	Asia	1e-5	1e-5	1e-5	0.047815	0.04287	1e-5	0.728578	0.072182	1e-5	0.108505	8	59
PI_615149	India	Chappankaddu	Cucurbita pepo	(Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia	0.016818	1e-5	0.667106	0.120349	0.005431	0.099805	0.00908	0.033981	0.043786	0.003635	2	400
PI_615150	India	Chappankaddu	Cucurbita pepo	(Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia	1e-5	0.072777	0.667152	0.002747	0.033204	0.141116	0.023697	0.052017	0.007269	1e-5	2	399
PI_615140	India	14-6-7	Cucurbita pepo	Highly resistant to Red Pumpkin Beetle (Aulacophora foveicollis).	NA	Uncertain improvement status	Asia	0.025159	1e-5	0.72069	0.086087	0.008171	0.128317	1e-5	1e-5	0.031536	1e-5	2	402
PI_175130	India	Kadu	Cucurbita pepo	Kadu = pumpkin/squash.	NA	Landrace	Asia	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	8	49
PI_212060	Greece	NA	Cucurbita pepo	NA	NA	Uncertain improvement status	Europe	1e-5	1e-5	0.018877	1e-5	0.138588	1e-5	1e-5	1e-5	0.842465	1e-5	5	178
PI_169418	Greece	Kabak Girit	Cucurbita pepo	Kabak = pumpkin/squash.  Seed Store, Manisa.  Originally from Crete.	NA	Landrace	Europe	0.09566	0.03382	0.025466	0.021604	0.353768	0.004247	0.045998	0.093282	0.224918	0.101237	3	385
PI_491202	Greece	WP 120	Cucurbita pepo	Zucchini type.	NA	Cultivated material	Europe	1e-5	1e-5	1e-5	1e-5	0.026329	1e-5	1e-5	1e-5	0.973591	1e-5	5	181
PI_212214	Greece	NA	Cucurbita pepo	NA	NA	Uncertain improvement status	Europe	1e-5	1e-5	1e-5	1e-5	0.11469	1e-5	1e-5	1e-5	0.88523	1e-5	5	177
PI_491201	Greece	Combocolokitho	Cucurbita pepo	Semi-bush, zucchini type. Skin light. Yield high.	NA	Cultivated material	Europe	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	5	183
PI_179273	Iraq	9885	Cucurbita pepo	"""SD BORNE SMV"" was in Accession Name field.  Market, Baghdad, Iraq."	NA	Landrace	Arab States	0.05642	0.044735	1e-5	0.036229	1e-5	1e-5	0.013682	1e-5	0.056857	0.792037	1	588
PI_181763	Lebanon	Courge	Cucurbita pepo	Fruit white.	NA	Landrace	Arab States	0.064372	0.015624	0.111149	0.011841	0.545788	0.021841	0.018302	0.035853	0.045495	0.129736	3	289
PI_181758	Lebanon	9917	Cucurbita pepo	NA	NA	Landrace	Arab States	0.069181	0.026029	0.093205	1e-5	0.420703	1e-5	0.039393	0.163908	0.056175	0.131386	3	278
PI_181764	Lebanon	Courge	Cucurbita pepo	NA	NA	Landrace	Arab States	0.068217	1e-5	0.12426	1e-5	0.508444	0.032957	8.71e-4	0.013343	1e-5	0.251878	3	371
PI_181760	Lebanon	9947	Cucurbita pepo	NA	NA	Landrace	Arab States	0.260241	1e-5	0.066219	0.036904	0.295352	1e-5	0.036943	0.233232	0.071078	1e-5	1	713
PI_293433	Lebanon	NA	Cucurbita pepo	NA	NA	Uncertain improvement status	Arab States	0.351965	1e-5	0.039225	1e-5	0.2297	1e-5	1e-5	0.252196	1e-5	0.126864	1	711
PI_181761	Lebanon	9954	Cucurbita pepo	NA	NA	Landrace	Arab States	0.09988	1e-5	0.056777	1e-5	0.2404	1e-5	0.034539	0.221964	0.003817	0.342592	1	649
PI_181759	Lebanon	Ikriki	Cucurbita pepo	NA	NA	Landrace	Arab States	0.155775	1e-5	0.367204	1e-5	0.018678	1e-5	0.029841	1e-5	1e-5	0.428452	1	640
PI_525182	Egypt	Eskanderani (from Niagara)	Cucurbita pepo	NA	NA	Landrace	Africa	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	5	185
PI_525179	Egypt	Alexandria	Cucurbita pepo	NA	NA	Landrace	Africa	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	5	184
PI_525169	Egypt	54	Cucurbita pepo	Local type	NA	Landrace	Africa	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	5	186
PI_288241	Egypt	Eskandarany (Dokki form)	Cucurbita pepo	"Dokki form.  Male sterile strain. May yield 50 percent male sterile plants or all may be heterozygous for male sterility and plants grown from them must be selfed before male sterility appears.  Plants vigorous; stems branched; leaves not deeply cleft, somewhat blotched; fruit similar to zucchini but rind light green as desired in Egypt.  Seeds provided to Dr. H.M. Munger by Mr. Hamdy M Eisa.  Male sterile plant found in the process of inbreeding the 'Balady' or ""native"" variety of summer squash at the Vegetable Research Station, Ministry of Agriculture, Dokki, UAR. (Per Vegetable Improvement Newsletter No. 7, 1965.)"	NA	Landrace	Africa	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	5	182
PI_183232	Egypt	NA	Cucurbita pepo	Received as Cucurbita maxima.	NA	Uncertain improvement status	Africa	1e-5	1e-5	0.014897	1e-5	1e-5	1e-5	1e-5	1e-5	0.985023	1e-5	5	194
PI_525166	Egypt	9	Cucurbita pepo	Sown February, harvested April. Powdery mildew and viruses observed	NA	Landrace	Africa	1e-5	1e-5	0.002399	1e-5	1e-5	1e-5	1e-5	1e-5	0.997521	1e-5	5	192
PI_525173	Egypt	116	Cucurbita pepo	Local type	NA	Landrace	Africa	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	5	191
PI_525178	Egypt	173	Cucurbita pepo	Local type.	NA	Landrace	Africa	1e-5	1e-5	0.00833	1e-5	0.02466	1e-5	0.013486	0.033232	0.913161	0.007091	5	179
PI_525171	Egypt	107	Cucurbita pepo	Local type	NA	Landrace	Africa	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	5	189
PI_525170	Egypt	65	Cucurbita pepo	Local type. Sown February, harvested April. Powdery mildew, red spider, virus, and aphids observed.	NA	Landrace	Africa	1e-5	1e-5	0.007605	1e-5	1e-5	1e-5	1e-5	1e-5	0.992315	1e-5	5	195
PI_525176	Egypt	157	Cucurbita pepo	Local type. Sown November, harvested January	NA	Landrace	Africa	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	5	188
PI_525172	Egypt	111	Cucurbita pepo	NA	NA	Landrace	Africa	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	5	190
PI_525175	Egypt	141	Cucurbita pepo	Local type.	NA	Landrace	Africa	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	5	187
PI_288240	Egypt	Eskandarany	Cucurbita pepo	Bush type; runner length variable; fruits simlar to 'Cocozelle'; color variable.	NA	Landrace	Africa	1e-5	1e-5	0.035868	1e-5	1e-5	1e-5	1e-5	1e-5	0.964052	1e-5	5	180
PI_525177	Egypt	165	Cucurbita pepo	Sown March, harvested April. Not grown in Delta in Nov., Dec., Jan.	NA	Landrace	Africa	1e-5	1e-5	0.00326	1e-5	1e-5	1e-5	1e-5	1e-5	0.99666	1e-5	5	193
PI_193502	Ethiopia	Zierkurbis	Cucurbita pepo	NA	NA	Uncertain improvement status	Africa	0.08616	0.074732	0.044994	0.121933	1e-5	0.281557	1e-5	0.185859	0.105179	0.099565	1	672
PI_193501	Ethiopia	8493	Cucurbita pepo	NA	NA	Uncertain improvement status	Africa	1e-5	0.049691	0.008268	0.055469	0.107961	0.051679	0.20736	0.114551	0.036548	0.368462	1	671
PI_193499	Ethiopia	8698	Cucurbita pepo	Market, Diredawa.  Cucurbita maxima component of original seed lot was split and assigned PI 599586.	NA	Landrace	Africa	1e-5	0.024537	0.002934	0.033599	0.135482	1e-5	0.2864	0.14089	0.035693	0.340444	1	670
PI_209783	Germany	Giessener Olkurbis	Cucurbita pepo	Naked seed.	NA	Cultivated material	Europe	0.090372	0.027126	1e-5	1e-5	1e-5	0.215159	1e-5	0.453734	0.213559	1e-5	4	529
PI_266925	Germany	Giessener Buscholkurbis	Cucurbita pepo	Bush type; naked seed.	NA	Cultivated material	Europe	0.090566	0.059206	1e-5	0.032163	1e-5	0.258037	0.034212	0.31023	0.183237	0.032329	1	682
PI_518689	Bolivia	Joko Japones	Cucurbita pepo	Fruit bright pumpkin-orange	NA	Cultivated material	South/Latin America	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	10	6
PI_214122	Bolivia	Escariote	Cucurbita pepo	NA	NA	Uncertain improvement status	South/Latin America	1e-5	0.128575	0.003146	0.500831	1e-5	1e-5	0.033102	0.049472	0.178077	0.106766	9	35
PI_269483	Pakistan	Petah	Cucurbita pepo	Hangu bazaar.  Received as Cucurbita maxima, reid to C. pepo QS37 12/1969.	NA	Landrace	Asia	0.016494	0.009071	0.70206	0.073978	0.024471	0.0944	0.009849	1e-5	0.003108	0.066559	2	406
PI_219694	Pakistan	14147	Cucurbita pepo	Fruit from original grow-out does not match donor description.  Donor description: fruit white; used for confectionary.  Fruit oblong, green with raised ribs.	NA	Uncertain improvement status	Asia	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	8	55
PI_304061	Pakistan	Kadu	Cucurbita pepo	Kadu, Kaddu, Kadoo = pumpkin/squash. Component of PI 269484 (Cucurbita maxima).  Bush vigor fair.  Fruit oblong 3 by 18 cm, ridged, netted, yellowish grey, weight 3.9 kg.; flesh orange, seeds small, pointed oval, white with brown rim. Early maturity. Susceptible to mosiac and powdery mildew.	NA	Landrace	Asia	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	8	56
PI_608048	Pakistan	Col. No. 509	Cucurbita pepo	"Separation from C. maxima PI 269484; Col. No. 509, ""kadu"" (pumpkin); from Mangora village bazaar, Swat."	NA	Landrace	Asia	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	8	50
PI_260653	Ukraine	Dnepropetrovsk	Cucurbita pepo	A bush type.	NA	Uncertain improvement status	Europe	0.025198	1e-5	0.003212	0.015588	0.084386	0.147917	0.086485	0.172603	0.151922	0.312679	1	664
PI_506443	Ukraine	NA	Cucurbita pepo	Squash. Local type.	NA	Cultivated material	Europe	1e-5	1e-5	4.57e-4	0.024916	0.798177	0.031817	0.02269	0.004897	0.117016	1e-5	3	265
PI_267755	United Kingdom	Vegetable Marrow	Cucurbita pepo	Table variety. Plants runners, vigorous, early maturing; fruit dark green, striped orange, smooth, oblong, 11 by 5 inches, four per plant. Susceptible to mosaic and powdery mildew.	NA	Uncertain improvement status	Europe	0.035637	0.07979	0.125615	0.153026	1e-5	0.286752	0.011436	0.258654	0.04907	1e-5	1	679
PI_451851	Guatemala	Guicoy	Cucurbita pepo	Fruit zucchini-shaped.	NA	Landrace	South/Latin America	0.199364	0.300141	1e-5	1e-5	1e-5	0.183662	0.004934	0.154146	0.157713	1e-5	1	728
PI_451853	Guatemala	Guicoy	Cucurbita pepo	Fruit with large, white dot on bottom.	NA	Landrace	South/Latin America	1e-5	0.853567	1e-5	1e-5	1e-5	0.146353	1e-5	1e-5	1e-5	1e-5	6	105
PI_451852	Guatemala	Guicoy	Cucurbita pepo	Fruit flying saucer shaped.	NA	Landrace	South/Latin America	0.045959	0.012299	0.744251	1e-5	0.015378	0.034812	0.011226999999999999	0.081122	0.054933	1e-5	2	398
PI_438575	Guatemala	Guicoy	Cucurbita pepo	Fruit flat, ribbed, orange color, 25cm wide, 15cm long. Flesh orange, lemon odor. Received as C. maxima.	NA	Landrace	South/Latin America	1e-5	0.908502	1e-5	1e-5	1e-5	0.091418	1e-5	1e-5	1e-5	1e-5	6	103
PI_458748	Guatemala	Guicoy Amarillo Chiguito	Cucurbita pepo	Fruit 0.7kg, yellow, small-ribbed, shaped like acorn squash.	NA	Landrace	South/Latin America	1e-5	0.885117	1e-5	1e-5	1e-5	0.114803	1e-5	1e-5	1e-5	1e-5	6	110
PI_458750	Guatemala	Guicoy Grande Verde	Cucurbita pepo	Fruit 2.0kg, greenish-yellow, large, acorn-shaped.	NA	Landrace	South/Latin America	1e-5	0.879557	1e-5	1e-5	1e-5	0.120363	1e-5	1e-5	1e-5	1e-5	6	109
PI_311103	Guatemala	Culabasa	Cucurbita pepo	Market in Huehuetenango.	NA	Landrace	South/Latin America	1e-5	0.869596	1e-5	1e-5	1e-5	0.130324	1e-5	1e-5	1e-5	1e-5	6	108
PI_451849	Guatemala	Guicoy	Cucurbita pepo	Fruit with small, white dot on bottom.	NA	Landrace	South/Latin America	1e-5	0.85433	1e-5	1e-5	1e-5	0.14559	1e-5	1e-5	1e-5	1e-5	6	107
PI_451854	Guatemala	Guicoy	Cucurbita pepo	NA	NA	Landrace	South/Latin America	1e-5	0.885717	1e-5	1e-5	1e-5	0.114203	1e-5	1e-5	1e-5	1e-5	6	111
PI_449350	Guatemala	Ixchil	Cucurbita pepo	NA	NA	Landrace	South/Latin America	1e-5	0.807911	1e-5	1e-5	1e-5	0.192009	1e-5	1e-5	1e-5	1e-5	6	162
PI_311102	Guatemala	Culabasa	Cucurbita pepo	Market in Huehuetenango.	NA	Landrace	South/Latin America	1e-5	0.85467	1e-5	1e-5	1e-5	0.14525	1e-5	1e-5	1e-5	1e-5	6	106
