accession_id	removed	country	accession_name	taxonomy	improvement_status	cultivar_class	narrative	region	1	2	3	4	5	6	grp	pos
PI_318430		United States	Ames 721	Cucurbita maxima	Breeding	NA	Male sterile C.  Buttercup type. Segregates (approximately) 1 normal to 1 male sterile. Vigorous, medium maturing, medium-sized vines. Fruits many, oblate turbinate 4.25 by 6 to 9 inches, dark green; 4.5 pounds; flesh .75 to 1.25 inches, orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_32321		Burundi	GMN 80	Cucurbita maxima	NA	NA	NA	Africa	NA	NA	NA	NA	NA	NA	NA	NA
PI_318428		United States	Ames 719	Cucurbita maxima	Breeding	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_318429		United States	Ames 720	Cucurbita maxima	Breeding	NA	Male sterile B. Segregates (approximately) 1 normal to 1 male sterile. Vigorous, medium maturing, semibush. Fruits oblate 7 to 9 by 8 to 12 inches, orange-red; 10 pounds; flesh 1.25 to 2.25 inches, orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_318417		United States	Ames 708	Cucurbita maxima	Breeding	NA	Inbred selection. Vigorous, medium maturing, bush. Fruits many, oblate 5 to 6.5 by 7.75 inches, orange or salmon; 4.20 pounds; flesh .75 to 1.5  inches, orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_234612		South Africa	Flat Boer	Cucurbita maxima	Cultivar	NA	NA	Africa	NA	NA	NA	NA	NA	NA	NA	NA
PI_601256		United States	'Dills Atlantic Giant'	Cucurbita maxima	Cultivar	Show	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_11299		United States	'Giant Walloper'	Cucurbita maxima	Cultivar	Show	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_318421		United States	Ames 712	Cucurbita maxima	Breeding	NA	Inbred selection. Vigorous, medium maturing, bush. Fruits many, oblate 4.5 to 6.5 to 8 inches, dark green; 3.56 pounds; flesh 1 inch, bright orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_27892		France	Stock No. 7G EMB 91115	Cucurbita maxima	Cultivar	NA	NA	Europe	NA	NA	NA	NA	NA	NA	NA	NA
PI_318423		United States	Ames 714	Cucurbita maxima	Breeding	NA	Inbred selection. Vigorous, medium maturing, bush. Fruits many, oblate 4 to 4.5 by 7.5 to 8 inches, orange or salmon; 3.72 pounds; flesh .75 to 1.5 inches, yellow.	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_508462		South Korea	'Golden Cooker'	Cucurbita maxima	Cultivar	NA	Vine type. Maturity 30-35 days after flowering. Fruit flesh orange, dry, fine textured. Widely adapted to various soil types. Noted for excellent nut-like flavor when cooked. Cold tolerant.	Asia	NA	NA	NA	NA	NA	NA	NA	NA
G_32319		Burundi	GMN 138	Cucurbita maxima	NA	NA	NA	Africa	NA	NA	NA	NA	NA	NA	NA	NA
PI_325133		United States	Gold Nugget	Cucurbita maxima	Cultivar	Kuri	Bush with short internodes. Fruits round oblate, 590 grams; shell hard, red orange; flesh dark gold orange, fine texture, no fiber, dense, 3 cm. thick; early; 8 per plant.	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_29515		Nepal	2167a	Cucurbita maxima	Cultivar	NA	NA	Asia	NA	NA	NA	NA	NA	NA	NA	NA
G_32379		Greece	G044	Cucurbita maxima	NA	NA	NA	Europe	NA	NA	NA	NA	NA	NA	NA	NA
G_32304		United States	'Mountaineer PS Hubbard'	Cucurbita maxima	Cultivar	Hubbard	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_28224		United States	'Sweet Mama'	Cucurbita maxima	Cultivar	Kobocha	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_318422		United States	Ames 713	Cucurbita maxima	Breeding	NA	Inbred selection. Vigorous, medium maturing, bush. Fruits many, 6 to 7 by 7 to 8 inches, orange or salmon; 3.55 pounds; flesh 1 to 1.5 inches, orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_318419		United States	Ames 710	Cucurbita maxima	Breeding	NA	Inbred selection. Vigorous, medium maturing, bush. Fruits 6 by 7.5 to 8.25 inches, orange or salmon; 3.21 pounds; flesh 1 to 2 inches, orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_318420		United States	Ames 711	Cucurbita maxima	Breeding	NA	Inbred selection. Vigorous, medium maturing, bush. Fruits many, oblate 5 to 5.5 by 7.5 to 9 inches, orange or salmon; 4.82 pounds; flesh 1 to 1.5 inches, orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_306124		Bulgaria	Plovdivska 48/4	Cucurbita maxima	Breeding	NA	NA	Europe	NA	NA	NA	NA	NA	NA	NA	NA
G_27743		United States	Big Max	Cucurbita maxima	Cultivar	Show	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_234610		Australia	Turks Cap	Cucurbita maxima	Cultivar	NA	NA	Australia	NA	NA	NA	NA	NA	NA	NA	NA
G_32322		Burundi	GMN 7	Cucurbita maxima	NA	NA	NA	Africa	NA	NA	NA	NA	NA	NA	NA	NA
G_29517		Nepal	2168b	Cucurbita maxima	Cultivar	NA	NA	Asia	NA	NA	NA	NA	NA	NA	NA	NA
G_30405		United States	Uchiki Kuri	Cucurbita maxima	Cultivar	Kuri	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_199508		Argentina	Trouce	Cucurbita maxima	Cultivar	NA	NA	South/Latin America	NA	NA	NA	NA	NA	NA	NA	NA
PI_512678		Spain	V-CU-33	Cucurbita maxima	Cultivar	NA	Sown March-April, harvested September-October. Used for local consumption.	Europe	NA	NA	NA	NA	NA	NA	NA	NA
G_28226		United States	'Orangetti'	Cucurbita maxima	Cultivar	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_137884		Iran	Kadu	Cucurbita maxima	Cultivar	NA	Fruit globose, 8 inches in diameter; rind orange red, with rib stripes of salmon; ribs faintly indented; flesh 1 1/4 inches thick, greenish yellow and insipid. PI book claims this acc. is C.Pepo	Asia	NA	NA	NA	NA	NA	NA	NA	NA
PI_299573		South Africa	AJO-0464	Cucurbita maxima	Cultivar	NA	NA	Africa	NA	NA	NA	NA	NA	NA	NA	NA
PI_318433		United States	Ames 724	Cucurbita maxima	Breeding	NA	Male sterile F.  Segregates (approximately) 1 normal to 1 male sterile. Vigorous, bush type. Fruits many, oblate 1 to 1.25 inches, light orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_31832		Reunion	G 31832	Cucurbita maxima	Cultivar	NA	NA	Europe	NA	NA	NA	NA	NA	NA	NA	NA
PI_234608		South Africa	Queensland Blue	Cucurbita maxima	Cultivar	Australian	NA	Africa	NA	NA	NA	NA	NA	NA	NA	NA
G_27894		South Africa	G 27894	Cucurbita maxima	Cultivar	NA	NA	Africa	NA	NA	NA	NA	NA	NA	NA	NA
G_32711		Syria	S029	Cucurbita maxima	Cultivar	NA	NA	Arab States	NA	NA	NA	NA	NA	NA	NA	NA
G_25853		Peru	P-8579	Cucurbita maxima	Cultivar	NA	NA	South/Latin America	NA	NA	NA	NA	NA	NA	NA	NA
PI_512666		Spain	AN-CU-14	Cucurbita maxima	Cultivar	NA	Sown May, harvested September-October.	Europe	NA	NA	NA	NA	NA	NA	NA	NA
G_25854		Peru	P-8587	Cucurbita maxima	Cultivar	NA	NA	South/Latin America	NA	NA	NA	NA	NA	NA	NA	NA
G_13274		Austria	G 13274	Cucurbita maxima	Cultivar	NA	NA	Europe	NA	NA	NA	NA	NA	NA	NA	NA
PI_212009		Iran	No. 10	Cucurbita maxima	NA	NA	NA	Asia	NA	NA	NA	NA	NA	NA	NA	NA
PI_318427		United States	Ames 718	Cucurbita maxima	Breeding	NA	Inbred selection. Vigorous, medium maturing, bush. Fruits many, oblate 4 to 5 by 6 to 7.75 inches, copper; 4.47 pounds; flesh 1.5 inches, orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_318415		United States	Ames 706	Cucurbita maxima	Breeding	NA	Inbred selection. Vigorous, medium maturing, bush. Fruits many, oblate 5 to 6 by 6 to 8 inches, orange or salmon; 3.75 pounds; flesh .75 to 1.5 inches, orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_318416		United States	Ames 707	Cucurbita maxima	Breeding	NA	Inbred selection. Vigorous, medium maturing, bush. Fruits many, oblate 4.5 to 5.5 by 6.5 to 8 inches, orange or salmon; 4.75 pounds; flesh 1 to 1.5 inches, orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_23151		Japan	Tokyo Pumpkin	Cucurbita maxima	Cultivar	NA	NA	Asia	NA	NA	NA	NA	NA	NA	NA	NA
PI_318418		United States	Ames 709	Cucurbita maxima	Breeding	NA	Inbred selection. Vigorous, medium maturing, bush. Fruits oblate 4 by 7 to 9 inches, dark green with light stripes; 3.20 pounds; flesh .5 to 1.25  inches, orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_23034		Japan	Hokkaido Pumpkin	Cucurbita maxima	Cultivar	NA	NA	Asia	NA	NA	NA	NA	NA	NA	NA	NA
G_9187		Japan	Ucike Kuri	Cucurbita maxima	Cultivar	Kuri	NA	Asia	NA	NA	NA	NA	NA	NA	NA	NA
PI_135358		Afghanistan	No. 5049	Cucurbita maxima	NA	NA	Fruit globose, 11 inches in diameter; rind creamy white, with indented ribs; flesh yellow, 2 inches thick, insipid.	Asia	NA	NA	NA	NA	NA	NA	NA	NA
PI_234609		Australia	Queensland Blue (Beaudesert)	Cucurbita maxima	Cultivar	Australian	NA	Australia	NA	NA	NA	NA	NA	NA	NA	NA
PI_656590		United States	Red Gold Banana	Cucurbita maxima	Cultivar	NA	Lit. refer.-Amer. Veg. Grower Var. List, 12/68. Modified banana type squash, red gold-red skin; sweet yellow flesh.	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_26105		United States	'Buttercup, Burgess Strain'	Cucurbita maxima	Cultivar	Buttercup	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_26542		United States	786 Emerald	Cucurbita maxima	Cultivar	Buttercup	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_512684		Spain	V-CU-40	Cucurbita maxima	Cultivar	NA	Sown March, harvested July-August. Used for local consumption.	Europe	NA	NA	NA	NA	NA	NA	NA	NA
PI_318431		United States	Ames 722	Cucurbita maxima	Breeding	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_512667		Spain	AN-CU-16	Cucurbita maxima	Cultivar	NA	Sown May, harvested September-October.	Europe	NA	NA	NA	NA	NA	NA	NA	NA
G_26704		United States	'Blue Hubbard'	Cucurbita maxima	Cultivar	Hubbard	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
CItr_5666		United States	'Sibley'	Cucurbita maxima	Cultivar	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_26694		United States	'Buttercup'	Cucurbita maxima	Cultivar	Buttercup	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_33181		United States	'Mammoth King'	Cucurbita maxima	Cultivar	Show	Note from Jesse Reil (donor):  Seed was harvested from Mammoth King seed acquired from the late Tom Knocke's collection that originally came from Gurney's Seeds back in the late 1970's - early 1980's.  The plants produced about 2 large pumpkins per vine.  The fruit is show-type; large and standardized with an almost florescent beige color.	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_28472		Brazil	'Varzea Alegre'	Cucurbita maxima	Cultivar	NA	NA	South/Latin America	NA	NA	NA	NA	NA	NA	NA	NA
G_23449		United States	Buttercup, Burgess Strain	Cucurbita maxima	Cultivar	Buttercup	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_30147		United States	'Mayo Blusher'	Cucurbita maxima	Cultivar	NA	Large, white to light green fruit. Round to elongated shape and blush pink when fully ripe. Apricot flesh is sweet. Good keeper.	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_32997		United States	Blue Hubbard	Cucurbita maxima	Cultivar	Hubbard	Info. from Harris Co. 1959 cat. -- 110 days. Developed and grown by us, this extra lg, heavy-yielding strain is the truest most uniform stock we know. The fruit is an attrac- tive bl gray color, rough and rugged, and grows to enormous size Flesh is thick, deep yel. clr and fine flavor and texture. This is a profitable farm crop due to high demand. Good for gard. use due to heavy yield and excellent storage qualities.	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_26705		United States	'Buttercup'	Cucurbita maxima	Cultivar	Buttercup	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_600834		United States	'Autumn Pride'	Cucurbita maxima	Cultivar	Hubbard	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_26544		United States	'770 Blue Hubbard'	Cucurbita maxima	Cultivar	Hubbard	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_32227		United States	Golden Eagle	Cucurbita maxima	Cultivar	Buttercup	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_32295		United States	'Buckskin'	Cucurbita maxima	Cultivar	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_318425		United States	Ames 716	Cucurbita maxima	Breeding	NA	Inbred selection. Vigorous, medium maturing, bush. Fruits many, oblate 5 by 7 to 8 inches, orange or salmon; 4.75 pounds; flesh 1 to 2 inches, light orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_318426		United States	Ames 717	Cucurbita maxima	Breeding	NA	Inbred selection. Vigorous, medium maturing, bush. Fruits many, oblate 5 by 7 to 8 inches, copper; 4.90 pounds; flesh 1 to 2 inches, orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_22762		United States	'Aristocat'	Cucurbita maxima	Cultivar	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
