country	accession_id	accession_name	taxonomy	narrative	cultivar_class	improvement_status	region
Egypt	PI_288241	Eskandarany (Dokki form)	Cucurbita pepo	"Dokki form.  Male sterile strain. May yield 50 percent male sterile plants or all may be heterozygous for male sterility and plants grown from them must be selfed before male sterility appears.  Plants vigorous; stems branched; leaves not deeply cleft, somewhat blotched; fruit similar to zucchini but rind light green as desired in Egypt.  Seeds provided to Dr. H.M. Munger by Mr. Hamdy M Eisa.  Male sterile plant found in the process of inbreeding the 'Balady' or ""native"" variety of summer squash at the Vegetable Research Station, Ministry of Agriculture, Dokki, UAR. (Per Vegetable Improvement Newsletter No. 7, 1965.)"	NA	Landrace	Africa
Egypt	PI_183232	NA	Cucurbita pepo	Received as Cucurbita maxima.	NA	Uncertain improvement status	Africa
Egypt	PI_525166	9	Cucurbita pepo	Sown February, harvested April. Powdery mildew and viruses observed	NA	Landrace	Africa
Egypt	PI_525173	116	Cucurbita pepo	Local type	NA	Landrace	Africa
Egypt	PI_525178	173	Cucurbita pepo	Local type.	NA	Landrace	Africa
Egypt	PI_525171	107	Cucurbita pepo	Local type	NA	Landrace	Africa
Egypt	PI_525170	65	Cucurbita pepo	Local type. Sown February, harvested April. Powdery mildew, red spider, virus, and aphids observed.	NA	Landrace	Africa
Egypt	PI_525176	157	Cucurbita pepo	Local type. Sown November, harvested January	NA	Landrace	Africa
Egypt	PI_525172	111	Cucurbita pepo	"NA"	NA	Landrace	Africa
Egypt	PI_525175	141	Cucurbita pepo	Local type.	NA	Landrace	Africa
Egypt	PI_288240	Eskandarany	Cucurbita pepo	Bush type; runner length variable; fruits simlar to 'Cocozelle'; color variable.	NA	Landrace	Africa
Egypt	PI_525177	165	Cucurbita pepo	Sown March, harvested April. Not grown in Delta in Nov., Dec., Jan.	NA	Landrace	Africa
Ethiopia	PI_193502	Zierkurbis	Cucurbita pepo	"NA"	NA	Uncertain improvement status	Africa
Ethiopia	PI_193501	8493	Cucurbita pepo	"NA"	NA	Uncertain improvement status	Africa
Ethiopia	PI_193499	8698	Cucurbita pepo	Market, Diredawa.  Cucurbita maxima component of original seed lot was split and assigned PI 599586.	NA	Landrace	Africa
Germany	PI_209783	Giessener Olkurbis	Cucurbita pepo	Naked seed.	NA	Cultivated material	Europe
Germany	PI_266925	Giessener Buscholkurbis	Cucurbita pepo	Bush type; naked seed.	NA	Cultivated material	Europe
Bolivia	PI_518689	Joko Japones	Cucurbita pepo	Fruit bright pumpkin-orange	NA	Cultivated material	South/Latin America
Bolivia	PI_214122	Escariote	Cucurbita pepo	"NA"	NA	Uncertain improvement status	South/Latin America
Pakistan	PI_269483	Petah	Cucurbita pepo	Hangu bazaar.  Received as Cucurbita maxima, reid to C. pepo QS37 12/1969.	NA	Landrace	Asia
Pakistan	PI_219694	14147	Cucurbita pepo	Fruit from original grow-out does not match donor description.  Donor description: fruit white; used for confectionary.  Fruit oblong, green with raised ribs.	NA	Uncertain improvement status	Asia
Pakistan	PI_304061	Kadu	Cucurbita pepo	Kadu, Kaddu, Kadoo = pumpkin/squash. Component of PI 269484 (Cucurbita maxima).  Bush vigor fair.  Fruit oblong 3 by 18 cm, ridged, netted, yellowish grey, weight 3.9 kg.; flesh orange, seeds small, pointed oval, white with brown rim. Early maturity. Susceptible to mosiac and powdery mildew.	NA	Landrace	Asia
Pakistan	PI_608048	Col. No. 509	Cucurbita pepo	"Separation from C. maxima PI 269484; Col. No. 509, ""kadu"" (pumpkin); from Mangora village bazaar, Swat."	NA	Landrace	Asia
Australia	PI_615095	Gem	Cucurbita pepo	"NA"	Gem	Cultivar	Australia
Australia	PI_234618	Long White Bush	Cucurbita pepo	"NA"	NA	Cultivar	Australia
Ukraine	PI_260653	Dnepropetrovsk	Cucurbita pepo	A bush type.	NA	Uncertain improvement status	Europe
Ukraine	PI_615146	Luc	Cucurbita pepo	"NA"	NA	Cultivar	Europe
Ukraine	PI_506467	Dlinnoplodnye	Cucurbita pepo	Squash.	NA	Cultivar	Europe
Ukraine	PI_615145	Ukrainskaja Mnogoplodnaja	Cucurbita pepo	"NA"	NA	Cultivar	Europe
Ukraine	PI_506443	NA	Cucurbita pepo	Squash. Local type.	NA	Cultivated material	Europe
France	PI_261780	Precoce Maraichere	Cucurbita pepo	An early type.	NA	Cultivar	Europe
United Kingdom	PI_490274	Courgette	Cucurbita pepo	Plants bushy. Fruit oblong, smooth, mottled.	NA	Cultivar	Europe
United Kingdom	PI_490275	Little Gem	Cucurbita pepo	Plant viney. Fruit globe-shaped, smooth, orange.	NA	Cultivar	Europe
United Kingdom	PI_615109	Trailing Green Marrow	Cucurbita pepo	"NA"	NA	Cultivar	Europe
United Kingdom	PI_267755	Vegetable Marrow	Cucurbita pepo	Table variety. Plants runners, vigorous, early maturing; fruit dark green, striped orange, smooth, oblong, 11 by 5 inches, four per plant. Susceptible to mosaic and powdery mildew.	NA	Uncertain improvement status	Europe
Guatemala	PI_451851	Guicoy	Cucurbita pepo	Fruit zucchini-shaped.	NA	Landrace	South/Latin America
Guatemala	PI_451853	Guicoy	Cucurbita pepo	Fruit with large, white dot on bottom.	NA	Landrace	South/Latin America
Guatemala	PI_451852	Guicoy	Cucurbita pepo	Fruit flying saucer shaped.	NA	Landrace	South/Latin America
Guatemala	PI_438575	Guicoy	Cucurbita pepo	Fruit flat, ribbed, orange color, 25cm wide, 15cm long. Flesh orange, lemon odor. Received as C. maxima.	NA	Landrace	South/Latin America
Guatemala	PI_458748	Guicoy Amarillo Chiguito	Cucurbita pepo	Fruit 0.7kg, yellow, small-ribbed, shaped like acorn squash.	NA	Landrace	South/Latin America
Guatemala	PI_458750	Guicoy Grande Verde	Cucurbita pepo	Fruit 2.0kg, greenish-yellow, large, acorn-shaped.	NA	Landrace	South/Latin America
Guatemala	PI_311103	Culabasa	Cucurbita pepo	Market in Huehuetenango.	NA	Landrace	South/Latin America
Guatemala	PI_451849	Guicoy	Cucurbita pepo	Fruit with small, white dot on bottom.	NA	Landrace	South/Latin America
Guatemala	PI_451854	Guicoy	Cucurbita pepo	"NA"	NA	Landrace	South/Latin America
Guatemala	PI_449350	Ixchil	Cucurbita pepo	"NA"	NA	Landrace	South/Latin America
Guatemala	PI_311102	Culabasa	Cucurbita pepo	Market in Huehuetenango.	NA	Landrace	South/Latin America
Guatemala	PI_274336	NA	Cucurbita pepo	"NA"	NA	Uncertain improvement status	South/Latin America
Israel	PI_292014	White Bush Squash	Cucurbita pepo	"NA"	NA	Cultivar	Europe
Uzbekistan	PI_293791	1341	Cucurbita pepo	Tashkent bazaar, Uzbeck Republic.  Fruit small, round, harvested August.	NA	Landrace	Asia
Bulgaria	PI_306126	Jantra	Cucurbita pepo	"NA"	NA	Uncertain improvement status	Europe
Netherlands	PI_314806	566	Cucurbita pepo	Received as Cucurbita sp.; identified as C. mixta per QS37; and re-id to C.pepo 04/05/1999. Bush type.	NA	Uncertain improvement status	Europe
Macedonia	PI_368593	Izdolzena	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368590	Elipsovidna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368592	Volovska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368594	Zolta	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368587	Stocna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357960	Resenska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368608	Lokalna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379309	Volovska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368586	Zolta	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368600	Obicna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368601	Stocna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368589	Okrugla	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379314	Tikvica	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368591	Tikvica	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368607	Furazna	Cucurbita pepo	Vegetable Marrow.	NA	Landrace	Europe
Macedonia	PI_370465	Stocna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_370466	Govedska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368595	Trkalezna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379302	Prstesta	Cucurbita pepo	"NA"	NA	Wild material	Europe
Macedonia	PI_368599	Tikvica	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368598	Zolto zelena	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379324	Volovska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379310	Zeljanka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379311	Golosemenka	Cucurbita pepo	Hull-less seed present.	NA	Landrace	Europe
Macedonia	PI_368602	Pcenkarna stara	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379313	Zelnikarka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357935	Zoltokorka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379315	Tikvica	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379316	Tikvica	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379317	Tikvica	Cucurbita pepo	Tikvica = squash, gourd.	NA	Landrace	Europe
Macedonia	PI_379318	Svinska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379319	Golosemenka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379321	Biskarak	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379308	Furazna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357929	Zelena	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357944	Sopska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357947	Zelnikarka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379312	Volovska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357949	Bolta	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368604	Stocna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368605	Tikvica bela	Cucurbita pepo	Vegetable Marrow.	NA	Landrace	Europe
Macedonia	PI_368606	Zeljanka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357954	Crna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357955	Bela sakaska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368609	Tikva svinjska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368610	Pcenkarka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379322	Gotvarska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_379323	Stocna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368614	Golo semka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368615	Obicna tikva	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357948	Bucinka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357892	Cajcarinja	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357893	Cincarka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357921	Bela gotvarska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357922	Bela negotinska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357923	Strumicka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357924	Radoviska sakaska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357925	Stipska sakaska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357926	Mekokorka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357927	Zelenokorka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357928	Vojnicka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357943	Slatkarka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357930	Prilepska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357931	Prilepska	Cucurbita pepo	"Bi-color gourds, solid and striped; ""spoon"" type - pyriform."	NA	Landrace	Europe
Macedonia	PI_357932	Sakaska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357933	Stocna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357950	Bela	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357936	Sarena	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357937	Zolta	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357938	Temnozelena	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357939	Crna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357940	Ohirdska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357941	Talijanska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357942	Lazecka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357961	Zelenikovska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357962	Novo-selska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357963	Volovarska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357964	Volovska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357965	Bukovska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357966	Zolta Dolga	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357952	Kontamisi	Cucurbita pepo	Vegetable Marrow.	NA	Landrace	Europe
Macedonia	PI_357953	Kunkulpete	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357969	Bitolska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357970	Lazecka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357956	Koselska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357957	Zelena	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357973	Mokrinska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357974	Dekorativna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368597	Cilindricna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368612	Crna furazna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357968	Gotvarska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_370463	Pcenkarka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368588	Zelena	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357967	Bela svinska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357972	Przalka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_370467	Badarska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_370464	Klecovska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_357971	Kukurecanska	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368617	Ukrasna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_370462	Volovksa	Cucurbita pepo	Vegetable Marrow.	NA	Landrace	Europe
Macedonia	PI_368596	Zelena	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368611	Golo semka	Cucurbita pepo	"NA"	NA	Landrace	Europe
Macedonia	PI_368616	Tikva obicna	Cucurbita pepo	"NA"	NA	Landrace	Europe
Russia	PI_615147	Belyje 13	Cucurbita pepo	Breeding resource from Russia entering into katalog in 1953 per VIR database.	NA	Cultivar	Europe
Russia	PI_615155	Ames 24519	Cucurbita pepo	Good vigor; gives 2 or 3 fruits of 8 pounds each; seeds are green skinned, large; seed yield is not much above 1 cup per fruit.	NA	Cultivated material	Europe
Russia	PI_615144	Baskirskaja 245	Cucurbita pepo	From Bashkortostan region; annual advanced cultivar, entering katalog in 1956.	NA	Cultivar	Europe
Russia	PI_506468	Beloplodnye	Cucurbita pepo	Squash.  Russian; breeding resource, annual, entering into katalog in 1953	NA	Breeding material	Europe
Russia	PI_364240	Gribovskaja 14	Cucurbita pepo	Naked seed.  'Golosemyannaya 14' per VIR database; marrow type; annual advanced cultivar entering katalog in 1953.	Marrow	Cultivar	Europe
Hungary	PI_507886	2701060	Cucurbita pepo	"NA"	NA	Landrace	Europe
Hungary	PI_531318	Szendehelyi	Cucurbita pepo	"NA"	NA	Landrace	Europe
Hungary	PI_507882	2701055	Cucurbita pepo	Received as Cucurbita maxima.	NA	Wild material	Europe
Hungary	PI_507885	2700777	Cucurbita pepo	"NA"	NA	Landrace	Europe
Hungary	PI_507888	2701062	Cucurbita pepo	"NA"	NA	Landrace	Europe
Hungary	PI_531319	Ve Csesi Indas	Cucurbita pepo	"NA"	NA	Cultivar	Europe
Hungary	PI_531320	Ovari Feher	Cucurbita pepo	Received as C. pepo convar. melopepo L. provar. patisonia Greb. (patty pan type)	NA	Cultivar	Europe
Hungary	PI_531315	Daki 802	Cucurbita pepo	"NA"	NA	Cultivar	Europe
Hungary	PI_531323	Szentesi Oliva	Cucurbita pepo subsp. pepo	Received as C. pepo var. styriaca.	Marrow	Cultivar	Europe
Hungary	PI_531316	Indatlan Feher	Cucurbita pepo	"NA"	NA	Cultivar	Europe
Hungary	PI_364241	Hejatlan Magn	Cucurbita pepo	Naked seed.	NA	Uncertain improvement status	Europe
Hungary	PI_507887	2701061	Cucurbita pepo	"NA"	NA	Landrace	Europe
Japan	PI_381323	Vegetable Spaghetti	Cucurbita pepo	Received as C. maxima.	Spaghetti	Cultivar	Asia
Kenya	PI_385969	Ambassador F1 Hybrid	Cucurbita pepo	Intense dark green fruit, almost black. Nonrunning (bush type), excellent keeping quality. Received as Cucurbita maxima.  Ambassador (189-180-4) - Breeder: Petoseed Co. Parentage: hybrid of two inbreds. Characteristics: very early Zucchini type; open habit; very prolific; good cylindrical shape; straight. Similar: Zucchini Hybrid but darker green. Adaptation: wide. 1967.	Zucchini	Cultivar	Africa
Kenya	PI_385970	Dark Green Milan (Courgette)	Cucurbita pepo	High yielder. Received as Cucurbita maxima.	Zucchini	Cultivar	Africa
Zimbabwe	PI_482593	Nyakaruswanga	Cucurbita pepo	"NA"	NA	Cultivated material	Africa
Zimbabwe	PI_482592	Hokore	Cucurbita pepo	Sown November, harvested April. Fruits hard skinned and warty.	NA	Cultivated material	Africa
Zimbabwe	PI_482590	Madhasana	Cucurbita pepo	"NA"	NA	Cultivated material	Africa
Costa Rica	PI_490277	Zapallo	Cucurbita pepo	Maturity late. Plants viney. Fruit ribbed, striped, globe-shaped.	NA	Cultivated material	South/Latin America
Moldova	PI_615148	Sote 38	Cucurbita pepo	"NA"	NA	Cultivar	Europe
Moldova	PI_506441	NA	Cucurbita pepo	Summer squash. Local type. Fruit broad, cylindrical, pale green. Received as Cucurbita moschata.	NA	Cultivated material	Europe
South Korea	PI_508469	Zucchini	Cucurbita pepo	Bush type, compact. Fruits cylindrical, elongated, smooth, very dark green with greenish white flesh. Very prolific under indoor forcing. Texture and taste very good. Cold tolerant .	Zucchini	Cultivar	Asia
South Korea	PI_508468	Golden Zucchini	Cucurbita pepo	Donor description: Bush zucchini type. Maturity 50-55 days. Fruit cylindrical, yellow, 20-25cm long, 4-4.5cm diam., 250-300g, tasty. Flesh light yellow.  Curator comment:  Fruit oblong 35 to 37 cm x  10 cm wide; smooth; green speckled with yellow.  Flesh cream, 1.6 cm thick; 64 hand-sib pollinations made between 7/13 and 8/2/1988; approximately 2 males:1 female; 24 fruit harvested.	Zucchini	Cultivar	Asia
South Korea	PI_508465	Jewel Green	Cucurbita pepo	Vine type, extra early maturing. Fruits 20cm x 10cm, weighing 450-550 g. Fruit dark green with green-gray stripes. Delicious. Performs well under low temperature and weak light intensity.	Zucchini	Cultivar	Asia
South Korea	PI_508467	Bulam House	Cucurbita pepo	Bush zucchini type grown in or outdoors. Maturity 50-55 days. Fruit cylindrical, waxy, light green, 25-27cm long, 4-5cm diam., 260-310g, crispy, tasty. Flesh white. Cold tolerant.	NA	Cultivar	Asia
Sweden	PI_615103	Oland	Cucurbita pepo	"NA"	NA	Cultivar	Europe
Austria	PI_615133	Gleisdorfer Olkurbis	Cucurbita pepo	Vine type, hull-less seeds.	NA	Cultivated material	Europe
Kazakhstan	PI_615141	Ames 19040	Cucurbita pepo	Fruit large.	NA	Uncertain improvement status	Asia
Kazakhstan	PI_615142	Ames 19041	Cucurbita pepo	Eating type.	NA	Uncertain improvement status	Asia
Kazakhstan	PI_615143	Ames 19042	Cucurbita pepo	Fruit pickled.	NA	Uncertain improvement status	Asia
Nepal	PI_615154	7000	Cucurbita pepo	"NA"	NA	Cultivated material	Asia
NA	PI_511970	Calabaza (Span.)  Imai (Tepehuan)	Cucurbita pepo	Calabaza (Spanish), Imai (Tepehuan), baci (Tarahomara).	NA	Landrace	NA
NA	HONEYNUT	NA	NA	NA	NA	Cultivar	NA
"NA"	PI_511980	Calabaza	Cucurbita pepo	Sown in May, harvested in October. Prepare sweets from flesh, toast or grind seeds.	NA	Landrace	NA
Unknown	PI_540907	127	Cucurbita pepo var. texana	Received from Northrup-King. Quantity of seeds, 327.	NA	Cultivated material	NA
Unknown	PI_251791	NA	Cucurbita pepo	Source unknown.	NA	Uncertain improvement status	NA
NA	PI_511979	Vavuli  Calabaza Serrana	Cucurbita pepo	Vavuli (Mt. Pima Indian), Calabaza Serrana (Spanish). Sown in May, harvested in October. Plants rainfed and fertilized. Cook mature flesh as sweets, toast or grind seeds for sauces.	NA	Landrace	NA
"NA"	PI_420331	Turkey	Cucurbita pepo	Seedcoat thin, white.	NA	Landrace	NA
"NA"	PI_420328	Turkey	Cucurbita pepo	Seedcoat thin, white.	NA	Landrace	NA
"NA"	PI_420329	Turkey	Cucurbita pepo	Seedcoat segregating for thickness, white.	NA	Landrace	NA
"NA"	PI_420330	Turkey	Cucurbita pepo	Seedcoat very thin, silver.	NA	Landrace	NA
NA	HONEYNUT	NA	NA	NA	NA	Cultivar	NA
"NA"	PI_420332	Turkey	Cucurbita pepo	Seedcoat segregating for thickness, white.	NA	Landrace	NA
"NA"	PI_511969	Calabaza	Cucurbita pepo	Sown June, harvested September/October. Cook mature flesh, toast seeds or grind for sauces.	NA	Landrace	NA
Serbia	PI_379307	Tikvica	Cucurbita pepo	"NA"	NA	Landrace	NA
